_id,count,pinyin_list,defn_list
哪里,2,"[""nǎ lǐ"",""nǎ lǐ""]","[""/where?/somewhere/anywhere/wherever/nowhere (negative answer to question)/humble expression denying compliment/also written 哪裡|哪里/"",""/where?/somewhere/anywhere/wherever/nowhere (negative answer to question)/humble expression denying compliment/""]"
台湾,2,"[""tái wān"",""tái wān""]","[""/variant of 臺灣|台湾[Tai2 wan1]/"",""/Taiwan/""]"
仙,2,"[""xiān"",""xiān""]","[""/immortal/"",""/variant of 仙[xian1]/""]"
䴘,2,"[""tī"",""tī""]","[""/see 鷿鷈|䴙䴘[pi4 ti1]/"",""/variant of 鷈|䴘[ti1]/""]"
冰,2,"[""bīng"",""bīng""]","[""/ice/CL:塊|块[kuai4]/to chill sth/(of an object or substance) to feel cold/(of a person) cold/unfriendly/(slang) methamphetamine/"",""/variant of 冰[bing1]/""]"
簪,2,"[""zān"",""zān""]","[""/hairpin/"",""/old variant of 簪[zan1]/""]"
糖,2,"[""táng"",""táng""]","[""/sugar/sweets/candy/CL:顆|颗[ke1],塊|块[kuai4]/"",""/old variant of 糖[tang2]/""]"
剿,2,"[""jiǎo"",""jiǎo""]","[""/to plagiarize/to destroy/to extirpate/"",""/variant of 剿[chao1]/variant of 剿[jiao3]/""]"
背,2,"[""bèi"",""bèi""]","[""/variant of 背[bei1]/"",""/to be burdened/to carry on the back or shoulder/the back of a body or object/to turn one's back/to hide something from/to learn by heart/to recite from memory/unlucky (slang)/hard of hearing/""]"
柜,2,"[""gùi"",""gùi""]","[""/variant of 櫃|柜[gui4]/Salix multinervis/"",""/cupboard/cabinet/wardrobe/""]"
昵,2,"[""nì"",""nì""]","[""/variant of 暱|昵[ni4]/"",""/familiar/intimate/to approach/""]"
淀,2,"[""diàn"",""diàn""]","[""/shallow water/"",""/sediment/precipitate/""]"
老板,2,"[""lǎo bǎn"",""lǎo bǎn""]","[""/variant of 老闆|老板[lao3 ban3]/"",""/Robam (brand)/boss/business proprietor/CL:個|个[ge4]/""]"
扬,2,"[""yáng"",""yáng""]","[""/abbr. for 揚州|扬州[Yang2 zhou1]/surname Yang/to raise/to hoist/the action of tossing or winnowing/scattering (in the wind)/to flutter/to propagate/"",""/variant of 揚|扬[yang2]/""]"
逼,2,"[""bī"",""bī""]","[""/variant of 逼[bi1]/to compel/to pressure/"",""/to force (sb to do sth)/to compel/to press for/to extort/to press on towards/to press up to/to close in on/euphemistic variant of 屄[bi1]/""]"
假托,2,"[""jiǎ tuō"",""jiǎ tuō""]","[""/to pretend/to use a pretext/to make sth up/to pass oneself off as sb else/to make use of/"",""/to make sth up/also written 假托[jia3 tuo1]/""]"
累,2,"[""lèi"",""lèi""]","[""/to accumulate/to involve or implicate (Taiwan pr. [lei4])/continuous/repeated/tired/weary/to strain/to wear out/to work hard/"",""/surname Lei/rope/to bind together/to twist around/""]"
夸,2,"[""kuā"",""kuā""]","[""/see 夸克[kua1 ke4]/"",""/to boast/to exaggerate/to praise/""]"
马后炮,2,"[""mǎ hòu pào"",""mǎ hòu pào""]","[""/lit. firing after the horse/fig. belated action/giving advice in hindsight/"",""/lit. firing after the horse/fig. belated action/giving advice in hindsight/""]"
仆,2,"[""pū"",""pū""]","[""/to fall forward/to fall prostrate/"",""/servant/""]"
佣,2,"[""yòng"",""yòng""]","[""/commission (for middleman)/brokerage fee/"",""/to hire/to employ/servant/hired laborer/domestic help/""]"
姜,2,"[""jiāng"",""jiāng""]","[""/surname Jiang/variant of 薑|姜[jiang1]/"",""/ginger/""]"
绵,2,"[""mián"",""mián""]","[""/silk floss/continuous/soft/weak/mild-mannered (dialect)/"",""/old variant of 綿|绵[mian2]/cotton/""]"
漓,2,"[""lí"",""lí""]","[""/pattering (of rain)/seep through/"",""/name of a river/to seep through/""]"
超级杯,2,"[""chāo jí bēi"",""chāo jí bēi""]","[""/Super Cup (various sports)/Super Bowl (American football championship game)/"",""/Super Cup (various sports)/Super Bowl (American football championship game)/""]"
悖,2,"[""bèi"",""bèi""]","[""/to go against/to be contrary to/perverse/rebellious/"",""/old variant of 悖[bei4]/""]"
枪,2,"[""qiāng"",""qiāng""]","[""/surname Qiang/gun/firearm/rifle/spear/thing with shape or function similar to a gun/CL:支[zhi1],把[ba3],桿|杆[gan3],條|条[tiao2],枝[zhi1]/to substitute for another person in a test/to knock/classifier for rifle shots/"",""/variant of 槍|枪[qiang1]/rifle/spear/""]"
阴,2,"[""yīn"",""yīn""]","[""/surname Yin/overcast (weather)/cloudy/shady/Yin (the negative principle of Yin and Yang)/negative (electric.)/feminine/moon/implicit/hidden/genitalia/"",""/variant of 陰|阴[yin1]/""]"
罪,2,"[""zùi"",""zùi""]","[""/guilt/crime/fault/blame/sin/"",""/variant of 罪[zui4], crime/""]"
千,2,"[""qiān"",""qiān""]","[""/thousand/"",""/see 鞦韆|秋千[qiu1 qian1]/""]"
奸,2,"[""jiān"",""jiān""]","[""/wicked/crafty/traitor/variant of 姦|奸[jian1]/"",""/to fornicate/to defile/adultery/rape/""]"
管,2,"[""guǎn"",""guǎn""]","[""/variant of 管[guan3]/"",""/surname Guan/to take care (of)/to control/to manage/to be in charge of/to look after/to run/to care about/tube/pipe/woodwind/classifier for tube-shaped objects/particle similar to 把[ba3] in 管...叫 constructions/writing brush/(coll.) to/towards/""]"
哗然,2,"[""huā rán"",""huā rán""]","[""/in uproar/commotion/causing a storm of protest/tumultuous/"",""/variant of 嘩然|哗然[hua2 ran2]/""]"
一目了然,2,"[""yī mù le rán"",""yī mù le rán""]","[""/obvious at a glance (idiom)/"",""/obvious at a glance (idiom)/""]"
肯,2,"[""kěn"",""kěn""]","[""/old variant of 肯[ken3]/"",""/to agree/to consent/to be ready (to do sth)/willing/""]"
疏,2,"[""shū"",""shū""]","[""/variant of 疏[shu1]/"",""/surname Shu/to dredge/to clear away obstruction/thin/sparse/scanty/distant (relation)/not close/to neglect/negligent/to present a memorial to the Emperor/commentary/annotation/""]"
喧,2,"[""xuān"",""xuān""]","[""/clamor/noise/"",""/variant of 喧[xuan1]/old variant of 諼|谖[xuan1]/""]"
烨,2,"[""yè"",""yè""]","[""/blaze of fire/glorious/"",""/variant of 燁|烨[ye4]/""]"
慎,2,"[""shèn"",""shèn""]","[""/careful/cautious/"",""/old variant of 慎[shen4]/""]"
耽,2,"[""dān"",""dān""]","[""/to indulge in/to delay/"",""/variant of 耽[dan1]/""]"
遍,2,"[""biàn"",""biàn""]","[""/variant of 遍[bian4]/"",""/everywhere/all over/classifier for actions: one time/""]"
塔,2,"[""tǎ"",""tǎ""]","[""/pagoda/tower/minaret/stupa (abbr. loanword from Sanskrit tapo)/CL:座[zuo4]/"",""/old variant of 塔[ta3]/""]"
蔂,2,"[""luó"",""luó""]","[""/basket for carrying earth/"",""/to entwine/creeper/bramble/basket used to contain soil/""]"
厘,2,"[""lí"",""lí""]","[""/variant of 釐|厘[li2]/"",""/Li (c. 2000 BC), sixth of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God, also known as Ai 哀[Ai1]/one hundredth/centi-/""]"
棕,2,"[""zōng"",""zōng""]","[""/palm/palm fiber/coir (coconut fiber)/brown/"",""/variant of 棕[zong1]/""]"
眷,2,"[""juàn"",""juàn""]","[""/concern/wife and children/"",""/variant of 眷[juan4]/to care about/to look fondly on/""]"
婿,2,"[""xù"",""xù""]","[""/variant of 婿[xu4]/"",""/son-in-law/husband/""]"
丘,2,"[""qīu"",""qīu""]","[""/surname Qiu/mound/hillock/grave/classifier for fields/"",""/variant of 丘[qiu1]/hillock/""]"
历法,2,"[""lì fǎ"",""lì fǎ""]","[""/calendar science/calendar system/"",""/variant of 曆法|历法 calendar/""]"
嫩,2,"[""nèn"",""nèn""]","[""/tender/soft/delicate/light (color)/inexperienced/unskilled/"",""/old variant of 嫩[nen4]/tender/delicate/""]"
铺,2,"[""pū"",""pū""]","[""/variant of 鋪|铺[pu4]/store/"",""/to spread/to display/to set up/(old) holder for door-knocker/plank bed/place to sleep/shop/store/(old) relay station/""]"
脊椎侧弯,2,"[""jí zhūi cè wān"",""jí zhūi cè wān""]","[""/scoliosis/"",""/scoliosis/""]"
炮舰,2,"[""pào jiàn"",""pào jiàn""]","[""/gunship/"",""/gunboat/gunship/""]"
鼗,2,"[""táo"",""táo""]","[""/hand drum used by peddlers/"",""/a drum-shaped rattle (used by peddlers or as a toy)/rattle-drum/""]"
冢,2,"[""zhǒng"",""zhǒng""]","[""/mound/burial mound/senior (i.e. eldest child or senior in rank)/"",""/variant of 冢[zhong3]/burial mound/""]"
周长,2,"[""zhōu cháng"",""zhōu cháng""]","[""/perimeter/circumference/"",""/variant of 周長|周长[zhou1 chang2]/""]"
峰,2,"[""fēng"",""fēng""]","[""/old variant of 峰[feng1]/"",""/(of a mountain) high and tapered peak or summit/mountain-like in appearance/highest level/classifier for camels/""]"
赞不绝口,2,"[""zàn bù jué kǒu"",""zàn bù jué kǒu""]","[""/to praise without cease (idiom); praise sb to high heaven/"",""/to praise without cease (idiom); praise sb to high heaven/""]"
莺,2,"[""yīng"",""yīng""]","[""/oriole or various birds of the Sylvidae family including warblers/"",""/variant of 鶯|莺[ying1]/""]"
了如指掌,2,"[""le rú zhǐ zhǎng"",""le rú zhǐ zhǎng""]","[""/to know sth like the back of one's hand (idiom)/to know (a person, a place etc) inside out/"",""/variant of 了如指掌[liao3 ru2 zhi3 zhang3]/""]"
咽,2,"[""yān"",""yān""]","[""/narrow pass/throat/pharynx/variant of 嚥|咽[yan4]/to choke (in crying)/"",""/to swallow/""]"
冒,2,"[""mào"",""mào""]","[""/old variant of 冒[mao4]/"",""/surname Mao/to emit/to give off/to send out (or up, forth)/to brave/to face/reckless/to falsely adopt (sb's identity etc)/to feign/(literary) to cover/""]"
面皮,2,"[""miàn pí"",""miàn pí""]","[""/cheek/face/leather covering (for handbags etc)/"",""/dumpling skin/piecrust/""]"
闹,2,"[""nào"",""nào""]","[""/variant of 鬧|闹[nao4]/"",""/noisy/cacophonous/to make noise/to disturb/to vent (feelings)/to fall ill/to have an attack (of sickness)/to go in (for some activity)/to joke/""]"
缰,2,"[""jiāng"",""jiāng""]","[""/variant of 韁|缰[jiang1]/"",""/bridle/reins/halter/""]"
御,2,"[""yù"",""yù""]","[""/to resist/imperial/(classical) to drive (a chariot)/to manage/to govern/"",""/to defend/to resist/""]"
煮,2,"[""zhǔ"",""zhǔ""]","[""/variant of 煮[zhu3]/"",""/to cook/to boil/""]"
藤,2,"[""téng"",""téng""]","[""/variant of 藤[teng2]/"",""/rattan/cane/vine/""]"
坑,2,"[""kēng"",""kēng""]","[""/hole/pit/tunnel/to defraud/"",""/variant of 坑[keng1]/pit/hole/""]"
莼菜,2,"[""chún cài"",""chún cài""]","[""/Brasenia schreberi/"",""/Brasenia schreberi/""]"
淫,2,"[""yín"",""yín""]","[""/excess/excessive/wanton/lewd/lascivious/obscene/depraved/"",""/variant of 淫[yin2]/""]"
蒂,2,"[""dì"",""dì""]","[""/stem (of fruit)/"",""/variant of 蒂[di4]/""]"
并入,2,"[""bìng rù"",""bìng rù""]","[""/to merge into/to incorporate in/"",""/to merge into/to incorporate in/""]"
吝,2,"[""lìn"",""lìn""]","[""/stingy/"",""/variant of 吝[lin4]/""]"
闲谈,2,"[""xián tán"",""xián tán""]","[""/variant of 閒談|闲谈[xian2 tan2]/"",""/to chat/""]"
阱,2,"[""jǐng"",""jǐng""]","[""/variant of 阱[jing3]/"",""/pitfall/trap/""]"
云,2,"[""yún"",""yún""]","[""/(classical) to say/"",""/surname Yun/abbr. for Yunnan Province 雲南省|云南省[Yun2 nan2 Sheng3]/cloud/CL:朵[duo3]/""]"
筲,2,"[""shāo"",""shāo""]","[""/pot-scrubbing brush made of bamboo strips/basket (container) for chopsticks/variant of 筲[shao1]/"",""/basket/bucket/""]"
洼,2,"[""wā"",""wā""]","[""/variant of 窪|洼[wa1]/"",""/depression/sunken/swamp/""]"
溪,2,"[""xī"",""xī""]","[""/creek/rivulet/"",""/variant of 溪[xi1]/""]"
豆,2,"[""dòu"",""dòu""]","[""/variant of 豆[dou4]/"",""/bean/pea/CL:棵[ke1],粒[li4]/sacrificial vessel/""]"
醇,2,"[""chún"",""chún""]","[""/alcohol/wine with high alcohol content/rich/pure/good wine/sterols/"",""/old variant of 醇[chun2]/""]"
面板,2,"[""miàn bǎn"",""miàn bǎn""]","[""/panel/faceplate/"",""/kneading board/breadboard/""]"
哗,2,"[""huā"",""huā""]","[""/crashing sound/clamor/noise/(bound form) sound used to call cats/"",""/variant of 嘩|哗[hua2]/""]"
钩稽,2,"[""gōu jī"",""gōu jī""]","[""/variant of 鉤稽|钩稽[gou1 ji1]/"",""/to explore/to investigate/to audit (accounts, books etc)/""]"
污,2,"[""wū"",""wū""]","[""/variant of 污[wu1]/"",""/dirty/filthy/foul/corrupt/to smear/to defile/dirt/filth/""]"
倦,2,"[""juàn"",""juàn""]","[""/tired/"",""/old variant of 倦[juan4]/""]"
泯,2,"[""mǐn"",""mǐn""]","[""/variant of 泯[min3]/"",""/to vanish/to die out/to obliterate/""]"
飞升,2,"[""fēi shēng"",""fēi shēng""]","[""/to levitate heavenwards (a Daoist success)/to take off/to soar (of prices)/"",""/to levitate heavenwards (a Daoist success)/to take off/to soar (of prices)/""]"
卤味,2,"[""lǔ wèi"",""lǔ wèi""]","[""/food prepared by stewing in soy sauce and spices/"",""/variant of 滷味|卤味[lu3 wei4]/""]"
缄,2,"[""jiān"",""jiān""]","[""/(wooden) box/cup/old variant of 緘|缄[jian1]/letter/"",""/letters/to close/to seal/""]"
箸,2,"[""zhù"",""zhù""]","[""/variant of 箸[zhu4]/"",""/(literary) chopsticks/""]"
炼,2,"[""liàn"",""liàn""]","[""/to refine/to smelt/"",""/variant of 鏈|链[lian4], chain/variant of 煉|炼[lian4]/""]"
台西乡,2,"[""tái xī xiāng"",""tái xī xiāng""]","[""/Taixi or Taihsi township in Yunlin county 雲林縣|云林县[Yun2 lin2 xian4], Taiwan/"",""/Taixi or Taihsi township in Yunlin county 雲林縣|云林县[Yun2 lin2 xian4], Taiwan/""]"
朴,2,"[""pò"",""pò""]","[""/surname Piao/Korean surname (Park, Pak, or Bak)/also pr. [Pu2]/Celtis sinensis var. japonica/"",""/plain and simple/Taiwan pr. [pu2]/""]"
凄凉,2,"[""qī liáng"",""qī liáng""]","[""/mournful/miserable/"",""/desolate (place)/""]"
插,2,"[""chā"",""chā""]","[""/to insert/stick in/pierce/to take part in/to interfere/to interpose/"",""/old variant of 插[cha1]/""]"
复迭,2,"[""fù dié"",""fù dié""]","[""/variant of 複疊|复叠[fu4 die2]/"",""/variant of 覆疊|覆叠[fu4 die2]/""]"
托辞,2,"[""tuō cí"",""tuō cí""]","[""/see 託詞|托词[tuo1 ci2]/"",""/see 託詞|托词[tuo1 ci2]/""]"
逾,2,"[""yú"",""yú""]","[""/variant of 逾[yu2]/"",""/to exceed/to go beyond/to transcend/to cross over/to jump over/""]"
秘,2,"[""mì"",""mì""]","[""/variant of 秘[mi4]/"",""/see 秘魯|秘鲁[Bi4 lu3]/secret/secretary/""]"
岩层,2,"[""yán céng"",""yán céng""]","[""/rock strata/"",""/variant of 岩層|岩层[yan2 ceng2]/rock strata/""]"
荞,2,"[""qiáo"",""qiáo""]","[""/common mallow (Malva sinesis)/variant of 蕎|荞[qiao2]/"",""/buckwheat/""]"
羁,2,"[""jī"",""jī""]","[""/bridle/halter/to restrain/to detain/to lodge/inn/"",""/variant of 羈|羁[ji1]/""]"
却,2,"[""què"",""què""]","[""/old variant of 卻|却[que4]/"",""/but/yet/however/while/to go back/to decline/to retreat/nevertheless/even though/""]"
焰,2,"[""yàn"",""yàn""]","[""/flame/"",""/variant of 焰[yan4]/""]"
岸,2,"[""àn"",""àn""]","[""/variant of 岸[an4]/"",""/bank/shore/beach/coast/CL:個|个[ge4]/""]"
获,2,"[""huò"",""huò""]","[""/to catch/to obtain/to capture/"",""/to reap/to harvest/""]"
后,2,"[""hòu"",""hòu""]","[""/surname Hou/empress/queen/(archaic) monarch/ruler/"",""/back/behind/rear/afterwards/after/later/post-/""]"
悠闲,2,"[""yōu xián"",""yōu xián""]","[""/variant of 悠閒|悠闲/leisurely/"",""/leisurely/carefree/relaxed/""]"
裴,2,"[""péi"",""péi""]","[""/surname Pei/(of a garment) long and flowing/"",""/variant of 裴[pei2]/""]"
交汇,2,"[""jiāo hùi"",""jiāo hùi""]","[""/to flow together/confluence (of rivers, airflow, roads)/(international) cooperation/"",""/variant of 交匯|交汇/to flow together/confluence (of rivers, airflow, roads)/(international) cooperation/""]"
脆,2,"[""cùi"",""cùi""]","[""/old variant of 脆[cui4]/"",""/brittle/fragile/crisp/crunchy/clear and loud voice/neat/""]"
蟹,2,"[""xiè"",""xiè""]","[""/crab/"",""/variant of 蟹[xie4]/""]"
慨,2,"[""kǎi"",""kǎi""]","[""/old variant of 慨[kai3]/to sigh (with emotion)/"",""/indignant/generous/to sigh (with emotion)/""]"
欲,2,"[""yù"",""yù""]","[""/desire/appetite/passion/lust/greed/"",""/to wish for/to desire/variant of 慾|欲[yu4]/""]"
场,2,"[""cháng"",""cháng""]","[""/threshing floor/classifier for events and happenings: spell, episode, bout/large place used for a specific purpose/stage/scene (of a play)/classifier for sporting or recreational activities/classifier for number of exams/"",""/variant of 場|场[chang2]/variant of 場|场[chang3]/""]"
罐,2,"[""guàn"",""guàn""]","[""/can/jar/pot/"",""/variant of 罐[guan4]/""]"
铅,2,"[""qiān"",""qiān""]","[""/old variant of 鉛|铅[qian1]/"",""/lead (chemistry)/""]"
冷面,2,"[""lěng miàn"",""lěng miàn""]","[""/grim/stern/harsh/"",""/naengmyeon (Korean dish based on cold noodles in soup)/""]"
构,2,"[""gōu"",""gōu""]","[""/variant of 構|构[gou4]/(Tw) (coll.) variant of 夠|够[gou4]/to reach by stretching/"",""/to construct/to form/to make up/to compose/literary composition/paper mulberry (Broussonetia papyrifera)/""]"
罔,2,"[""wǎng"",""wǎng""]","[""/old variant of 罔[wang3]/"",""/to deceive/there is none/old variant of 網|网[wang3]/""]"
祢,2,"[""mí"",""mí""]","[""/you (used to address a deity)/"",""/surname Mi/memorial tablet in a temple commemorating a deceased father/""]"
一哄而散,2,"[""yī hōng ér sàn"",""yī hōng ér sàn""]","[""/to disperse in confusion (idiom)/"",""/see 一哄而散[yi1 hong1 er2 san4]/""]"
台北,2,"[""tái běi"",""tái běi""]","[""/Taibei or Taipei, capital of Taiwan/"",""/Taibei or Taipei, capital of Taiwan/""]"
芝焚蕙叹,2,"[""zhī fén hùi tàn"",""zhī fén hùi tàn""]","[""/lit. when one grass burns the other grass sighs (idiom); fig. to have sympathy with a like-minded person in distress/"",""/lit. when one grass burns the other grass sighs (idiom); fig. to have sympathy with a like-minded person in distress/""]"
韭,2,"[""jǐu"",""jǐu""]","[""/leek/"",""/variant of 韭[jiu3]/""]"
发,2,"[""fā"",""fā""]","[""/to send out/to show (one's feeling)/to issue/to develop/to make a bundle of money/classifier for gunshots (rounds)/"",""/hair/Taiwan pr. [fa3]/""]"
帙,2,"[""zhì"",""zhì""]","[""/surname Zhi/book cover/"",""/variant of 帙[zhi4]/variant of 秩[zhi4]/(classifier) ten years/""]"
汇注,2,"[""hùi zhù"",""hùi zhù""]","[""/to flow into/to converge/"",""/annotated collection/""]"
掏,2,"[""tāo"",""tāo""]","[""/to fish out (from pocket)/to scoop/"",""/variant of 掏[tao1]/""]"
荡然,2,"[""dàng rán"",""dàng rán""]","[""/variant of 蕩然|荡然[dang4 ran2]/"",""/vanished from the face of the earth/all gone/nothing left/""]"
徼幸,2,"[""jiào xìng"",""jiào xìng""]","[""/variant of 僥倖|侥幸[jiao3 xing4]/"",""/variant of 僥倖|侥幸[jiao3 xing4]/""]"
妙,2,"[""miào"",""miào""]","[""/clever/wonderful/"",""/variant of 妙[miao4]/""]"
棹,2,"[""zhuō"",""zhuō""]","[""/variant of 桌[zhuo1]/"",""/oar (archaic)/scull/paddle/to row/a boat/""]"
专,2,"[""zhuān"",""zhuān""]","[""/for a particular person, occasion, purpose/focused on one thing/special/expert/particular (to sth)/concentrated/specialized/"",""/variant of 專|专[zhuan1]/""]"
馆,2,"[""guǎn"",""guǎn""]","[""/variant of 館|馆[guan3]/"",""/building/shop/term for certain service establishments/embassy or consulate/schoolroom (old)/CL:家[jia1]/""]"
